"","KommuneNavn","Salgsaar","Areal_Bolig","Salgstid","Pris_Salg","Areal_Grund","StorGrund","Dist_skole","Dist_raadhus","Alder","AntalFremvisninger","Areal_GarageCarport","Ejd_AntalPlan"
"104","Bornholm",2018,128.694029850746,230.626865671642,1040676.49253731,3254.01492537313,0.253731343283582,3.53906392607098,16.9426878856431,68.3507462686567,7.66417910447761,17.9477611940299,1.01492537313433
"105","Bornholm",2019,123.265625,222.8671875,1066072.9140625,3773.765625,0.2265625,2.64926504737591,15.3284209118449,64.109375,7.2890625,13.4296875,1.015625
"106","Bornholm",2020,118.51871657754,194.459893048128,1193120.94919786,4718.83422459893,0.283422459893048,3.73019871615535,17.6563579461142,57.7486631016043,7.85561497326203,14.4919786096257,0.957219251336898
"107","Bornholm",2021,111.111111111111,118.237037037037,1323645.45422222,4860.7037037037,0.281481481481481,3.66908869491071,16.9101564416244,62.9407407407407,6.32592592592593,13.9481481481481,0.977777777777778
"108","Bornholm",2022,126.782608695652,136.014492753623,1796333.92753623,2478.5652173913,0.231884057971014,3.67978315047507,17.0195387676157,64.1014492753623,6.78260869565217,15.3333333333333,0.91304347826087
"109","Brøndby",2011,122.875,94,2138125,537.75,0,0.517224520336514,1.54684356396259,34,5.625,18.625,1
"110","Brøndby",2012,135.214285714286,201.714285714286,2336250,706.392857142857,0,0.848887172647744,1.73218299133141,33.9642857142857,10.2857142857143,24.3928571428571,1.03571428571429
"111","Brøndby",2013,124.903225806452,207.096774193548,2249693.5483871,614.677419354839,0,0.717561660031225,1.59423707353058,36.8387096774194,8.41935483870968,16.6129032258065,1
"112","Brøndby",2014,128.962962962963,202,2431240.74074074,706.037037037037,0,0.759741558461235,1.72646289829299,41.1481481481481,12.1481481481481,22.1111111111111,1
"113","Brøndby",2015,130.183673469388,172.65306122449,2579913.26530612,725.428571428571,0,0.620053599244612,1.43493582852785,41.1632653061224,9.08163265306122,22.7142857142857,0.877551020408163
"114","Brøndby",2016,119.375,200.291666666667,2715416.66666667,634.166666666667,0,0.795305652149996,1.59890092703332,38.5,13.7083333333333,17.9583333333333,0.791666666666667
"115","Brøndby",2017,123.45,162.05,2859375,664.8,0,0.72156726660687,1.36517870767578,41.925,9.45,17.875,1.1
"116","Brøndby",2018,128.361111111111,146.166666666667,2987500,769.333333333333,0,0.746425073701778,1.44884835416952,43.3888888888889,8.61111111111111,24.3055555555556,1
"117","Brøndby",2019,117.5,92.4615384615385,3061923.07692308,612.153846153846,0,0.694025079271298,1.56577967281928,44.8846153846154,7.26923076923077,23.2692307692308,0.884615384615385
"118","Brøndby",2020,135.367346938776,136.122448979592,3545632.65306122,1158.77551020408,0.0204081632653061,0.809550535860862,1.7445101699043,42.2448979591837,14.9387755102041,22.5510204081633,1.08163265306122
"119","Brøndby",2021,125.114754098361,129.540983606557,3751672.13114754,1008.65573770492,0.0163934426229508,0.696124546181734,1.51813247468839,44.6229508196721,16.7213114754098,22.2950819672131,0.967213114754098
"120","Brøndby",2022,124.409090909091,177.227272727273,4205909.09090909,623.454545454545,0,0.855428056870504,1.71599028039812,51.5909090909091,14,23.3636363636364,1.04545454545455
"121","Brønderslev",2011,145.35,110.05,1083000,3377.35,0.25,1.29359623528018,19.0554637710666,26.8,4.25,14.2,1
"122","Brønderslev",2012,141.666666666667,219.177777777778,1009111.11111111,4230.08888888889,0.2,1.41120916959963,17.3575736464908,39.6666666666667,4.26666666666667,37.2444444444444,1.08888888888889
"123","Brønderslev",2013,133.257142857143,315.457142857143,991361.816857143,5592.37142857143,0.314285714285714,1.45073354317612,19.5198485100927,26.2857142857143,3.82857142857143,21.0571428571429,1.05714285714286
"124","Brønderslev",2014,145.6875,283.5,1063515.625,3100.28125,0.25,1.94202835539787,21.6002996716666,31.90625,3.84375,24.21875,1.0625
"125","Brønderslev",2015,137.69696969697,320,977984.848484849,1694.33333333333,0.121212121212121,1.69173879545701,15.8656913341132,33.2424242424242,4.3030303030303,28,1.03030303030303
"126","Brønderslev",2016,141.820512820513,305.128205128205,980205.128205128,1597.87179487179,0.256410256410256,1.57726812745448,11.979234481519,42.3846153846154,4.43589743589744,38.1025641025641,1.05128205128205
"127","Brønderslev",2017,149.285714285714,316.095238095238,1053940.47619048,3438.88095238095,0.285714285714286,1.25774958969629,15.9511600785808,34.7619047619048,4,30.2857142857143,1.07142857142857
"128","Brønderslev",2018,159.652173913043,210.652173913043,1272891.30434783,9880.32608695652,0.260869565217391,1.69432971180309,15.6903655464473,35.2826086956522,4.69565217391304,30.3913043478261,1.04347826086957
"129","Brønderslev",2019,150.354166666667,363.25,1135989,2116,0.1875,1.51520867583413,16.6864959920071,34.875,5.02083333333333,27.3125,0.8125
"130","Brønderslev",2020,142.197183098592,235.422535211268,1136176.05633803,4797.22535211268,0.28169014084507,1.46697359816647,14.4869364849539,40.6338028169014,5.64788732394366,22.9718309859155,0.563380281690141
"131","Brønderslev",2021,153.703296703297,237.043956043956,1393973.96703297,8816.27472527472,0.296703296703297,1.84251884548452,15.2302741569502,38.3406593406593,6.17582417582418,25.1208791208791,0.813186813186813
"132","Brønderslev",2022,154.767857142857,208,1389776.78571429,7855.21428571429,0.321428571428571,1.63670812429786,10.871674656621,35.1071428571429,6.46428571428571,32.5535714285714,0.785714285714286
"133","Dragør",2011,155.333333333333,83,3645000,694.666666666667,0,1.28590806907464,2.04917775474538,9.5,7.16666666666667,11.3333333333333,1
"134","Dragør",2012,120.666666666667,188.966666666667,2592233.33333333,615.133333333333,0,1.25221625521479,1.67673917651946,37.4666666666667,9.4,21.3,1
"135","Dragør",2013,125.458333333333,238.083333333333,2877291.66666667,626.458333333333,0,1.59857537694302,1.90415504045231,28.625,7.04166666666667,18.0416666666667,1.125
"136","Dragør",2014,130.90625,234.625,3157812.5,688.625,0.03125,1.00580159994055,1.89034837975375,49.0625,10,17.28125,1
